7678.0,-3740.30922141797,51,50
7764.0,-3680.8287952877827,51,49
7943.0,-3180.9138250390515,51,48
7924.0,-3090.062160289968,51,47
8028.0,-3175.1674623681442,51,46
8595.0,-2752.2558924017894,51,45
8728.0,-2539.9446536093965,51,44
8125.0,-2780.684228058057,51,43
7852.0,-3054.3384076045472,51,42
7807.0,-3211.9176751799973,51,41
7908.0,-3255.3648114776356,51,40
7951.0,-3189.6338688307646,51,39
7998.0,-3243.1887722016545,51,38
7926.0,-3567.5527668769723,51,37
7844.0,-3267.635099615678,51,36
7750.0,-3411.608980908026,51,35
7775.0,-3565.2435619510256,51,34
7770.0,-3677.4751174674416,51,33
7784.0,-4236.074472305359,51,32
7868.0,-4019.1102218934975,51,31
7915.0,-3814.2302443868666,51,30
7942.0,-3898.439610826205,51,29
7998.0,-3746.73898558801,51,28
8065.0,-3778.351738323509,51,27
8071.0,-3730.506345273767,51,26
8101.0,-3629.9125696833376,51,25
8123.0,-3565.918939870926,51,24
8189.0,-3338.787658628056,51,23
8238.0,-3210.8504792648855,51,22
8361.0,-3211.391223479372,51,21
8722.0,-2551.3577404750267,51,20
8937.0,-2299.0424883522473,51,19
8943.0,-2200.465803674215,51,18
8871.0,-2251.496533177905,51,17
8983.0,-2230.0900397695896,51,16
9430.0,-1828.7788899480565,51,15
9564.0,-1592.7018756790685,51,14
9403.0,-1506.5209280088866,51,13
9084.0,-2017.1807082932846,51,12
8663.0,-2206.6171310573163,51,11
8446.0,-2173.0641485735896,51,10
8212.0,-2185.9555032625367,51,9
8567.0,-2158.7674046641805,51,8
8328.0,-2377.1410215159954,51,7
8237.0,-2290.265818826167,51,6
8089.0,-2638.1188921320086,51,5
7959.0,-2492.7283110441736,51,4
7682.0,-3160.5277928416376,51,3
7631.0,-3681.7083663106687,51,2
7542.0,-3809.511681204012,51,1
7628.0,-3979.608907552734,50,49
7758.0,-3629.258275723476,50,48
7718.0,-3528.0020655101553,50,47
7838.0,-3609.6679759467993,50,46
8409.0,-3208.761506717901,50,45
8543.0,-2970.4169944210594,50,44
7989.0,-3156.5738179357395,50,43
7764.0,-3446.788787582392,50,42
7755.0,-3571.26384773267,50,41
7889.0,-3520.514030659028,50,40
7929.0,-3464.276967421417,50,39
8023.0,-3313.9571034150904,50,38
7995.0,-3797.318090140587,50,37
7918.0,-3583.5910252014937,50,36
7838.0,-3676.1219416934628,50,35
7865.0,-3605.500985735107,50,34
7859.0,-3599.6447054857317,50,33
7872.0,-4302.232855381411,50,32
7954.0,-3842.7223790635367,50,31
8000.0,-4057.330392764348,50,30
8032.0,-4077.7386189305303,50,29
8084.0,-3995.0114985307882,50,28
8154.0,-3412.6288021357054,50,27
8161.0,-3949.6990246409323,50,26
8188.0,-3887.8412445529957,50,25
8209.0,-3846.34209901892,50,24
8277.0,-3749.1137745248416,50,23
8322.0,-3444.0107239349177,50,22
8448.0,-3529.499148480973,50,21
8800.0,-2983.9321571540236,50,20
9012.0,-2787.946518552627,50,19
9009.0,-2674.444773912989,50,18
8922.0,-2695.343730798176,50,17
9050.0,-2679.208293840169,50,16
9491.0,-2298.4857075809587,50,15
9640.0,-2131.8078678321654,50,14
9492.0,-2048.5097517055856,50,13
9175.0,-2557.2998466062054,50,12
8743.0,-2750.7233280555765,50,11
8509.0,-2713.46435705679,50,10
8237.0,-3167.128530373377,50,9
8555.0,-2805.683693817005,50,8
8305.0,-2974.3995440904696,50,7
8198.0,-3002.3117933305916,50,6
8056.0,-3212.3067185956147,50,5
7946.0,-3194.193207058657,50,4
7710.0,-3426.425753698493,50,3
7683.0,-3907.375859013037,50,2
7614.0,-3984.3102042370883,50,1
7726.0,-3679.413084722793,49,48
7710.0,-3773.309356962235,49,47
7815.0,-3786.6160089731543,49,46
8387.0,-3552.0779365025865,49,45
8524.0,-3421.21824920873,49,44
7998.0,-3217.5078279488516,49,43
7817.0,-3678.7277243898416,49,42
7826.0,-3659.088932353294,49,41
7992.0,-3719.2968080106875,49,40
8050.0,-3690.5349728243573,49,39
8114.0,-3785.3385273634235,49,38
8104.0,-3716.991316909343,49,37
8062.0,-3360.3942957069307,49,36
7957.0,-3406.391567746518,49,35
7995.0,-3294.4530552085166,49,34
7986.0,-3298.4327548907986,49,33
7995.0,-4076.391915747259,49,32
8074.0,-3885.949395906079,49,31
8130.0,-3812.0461894528576,49,30
8153.0,-3810.961732974378,49,29
8215.0,-3700.181819519874,49,28
8280.0,-3949.4719440302038,49,27
8281.0,-3919.7996838636927,49,26
8306.0,-3747.189032464238,49,25
8331.0,-3701.7290596528305,49,24
8396.0,-3802.063449463173,49,23
8457.0,-3694.4989420860356,49,22
8580.0,-3574.1997041461677,49,21
8947.0,-3145.6545073357397,49,20
9156.0,-3008.938390692352,49,19
9157.0,-2921.877417772323,49,18
9075.0,-2962.02070553182,49,17
9171.0,-2997.8543235022107,49,16
9641.0,-2665.609430523986,49,15
9763.0,-2487.6881266937917,49,14
9609.0,-2445.2695984328248,49,13
9293.0,-2837.433391229609,49,12
8826.0,-3040.3274986404977,49,11
8586.0,-2875.679357065052,49,10
8285.0,-3098.0622957068867,49,9
8563.0,-3064.946530500624,49,8
8300.0,-3148.2959593275746,49,7
8185.0,-3183.9459593275747,49,6
8037.0,-3005.702020063999,49,5
7947.0,-3623.32829987682,49,4
7767.0,-3728.6239660310152,49,3
7792.0,-3737.0557550807307,49,2
7758.0,-3801.8594178877324,49,1
7715.0,-3968.606324028908,48,47
7872.0,-3923.402450125996,48,46
8435.0,-3465.249650429639,48,45
8573.0,-3238.104182818434,48,44
8116.0,-3468.8723839400573,48,43
7974.0,-3794.5312824196,48,42
7983.0,-3892.889466510953,48,41
8141.0,-3449.8059065884117,48,40
8196.0,-3828.804333876124,48,39
8260.0,-3763.8123181530063,48,38
8212.0,-3705.1516943390466,48,37
8151.0,-3732.09804429813,48,36
8036.0,-3836.0674653034953,48,35
8050.0,-3782.6304668087673,48,34
8033.0,-3160.291026120848,48,33
8027.0,-4001.140584288611,48,32
8096.0,-3940.8083528349534,48,31
8158.0,-3810.1399360797004,48,30
8182.0,-3845.97691863613,48,29
8243.0,-3885.3566360693676,48,28
8313.0,-3885.9302317495108,48,27
8304.0,-3796.759037235068,48,26
8317.0,-3697.2938295699482,48,25
8342.0,-3658.0753920833713,48,24
8407.0,-3750.931468459726,48,23
8483.0,-3650.7047888974885,48,22
8616.0,-3434.2238812248916,48,21
9002.0,-3365.054927955428,48,20
9232.0,-3224.126569123101,48,19
9247.0,-3164.76096129228,48,18
9183.0,-3158.5862848184847,48,17
9277.0,-3217.1063590193826,48,16
9738.0,-2931.8205252611615,48,15
9853.0,-2803.5244642753396,48,14
9656.0,-2891.2406918883107,48,13
9307.0,-3113.245673590758,48,12
8764.0,-2820.58175005918,48,11
8502.0,-3301.54098592578,48,10
8127.0,-3397.3535932849527,48,9
8358.0,-3433.7507996184386,48,8
8097.0,-3595.79559719471,48,7
7971.0,-3635.1451192060863,48,6
7852.0,-3628.4842432963624,48,5
7810.0,-3756.868317381643,48,4
7729.0,-3795.451426877917,48,3
7808.0,-3697.500440373946,48,2
7814.0,-3738.235542812075,48,1
7732.0,-3507.565412481491,47,46
8250.0,-3535.054566964908,47,45
8386.0,-3220.7571593115704,47,44
8076.0,-3429.3079827137676,47,43
8068.0,-3714.66744083359,47,42
8104.0,-3545.7397854919923,47,41
8275.0,-3739.4217191897937,47,40
8304.0,-3725.041454569381,47,39
8426.0,-3412.877519165921,47,38
8414.0,-3132.8115518485542,47,37
8326.0,-3638.502375763671,47,36
8240.0,-3688.378630800062,47,35
8243.0,-3716.948785123393,47,34
8227.0,-3880.2489184666956,47,33
8226.0,-3822.466213542845,47,32
8289.0,-3839.4201059746442,47,31
8338.0,-3300.401716070107,47,30
8379.0,-3798.525238159867,47,29
8425.0,-3583.7370502856998,47,28
8505.0,-3662.2907977019236,47,27
8499.0,-3670.983318586668,47,26
8509.0,-3647.676206747598,47,25
8525.0,-3514.5783057773074,47,24
8598.0,-3537.2975871035674,47,23
8654.0,-3539.5325273359217,47,22
8811.0,-3466.7473056096414,47,21
9170.0,-3219.183981720531,47,20
9411.0,-3047.650969400812,47,19
9416.0,-3040.9200475183998,47,18
9333.0,-3055.6150183305426,47,17
9473.0,-3086.4210309700384,47,16
9901.0,-2816.166564789678,47,15
10055.0,-2673.0861349703646,47,14
9871.0,-2727.633892151608,47,13
9504.0,-2992.2673112123293,47,12
8965.0,-3206.668488217745,47,11
8636.0,-3061.8523895477124,47,10
8260.0,-3335.2162112676792,47,9
8399.0,-3199.0846738473556,47,8
8135.0,-2950.1307285183116,47,7
8012.0,-3606.062368934695,47,6
7901.0,-3385.415771508531,47,5
7894.0,-3417.877672116972,47,4
7824.0,-3731.0659785878847,47,3
7982.0,-3631.6720093073677,47,2
7979.0,-3618.7905207127337,47,1
7983.0,-3496.1834872536742,46,45
8087.0,-3624.8924010316873,46,44
7636.0,-3707.8320339651023,46,43
7789.0,-3876.92115771773,46,42
7892.0,-3170.7342050146303,46,41
8079.0,-3736.0914646010633,46,40
8101.0,-3783.754971421649,46,39
8230.0,-3707.8724823223283,46,38
8314.0,-3577.822612893095,46,37
8268.0,-3531.7453287974126,46,36
8204.0,-3715.89469902439,46,35
8235.0,-3504.1877040964678,46,34
8230.0,-3700.541289585445,46,33
8242.0,-2801.0365592848407,46,32
8318.0,-3563.248218248246,46,31
8355.0,-3551.4807356200017,46,30
8400.0,-2896.352350591094,46,29
8439.0,-3655.02356834252,46,28
8518.0,-3448.8403295752432,46,27
8525.0,-3437.3055598831097,46,26
8550.0,-3398.297383224754,46,25
8561.0,-3543.3011422431427,46,24
8635.0,-3524.756782657188,46,23
8665.0,-3425.315693168838,46,22
8805.0,-3427.4154356559175,46,21
9137.0,-3266.7609062878587,46,20
9346.0,-2989.205739766947,46,19
9330.0,-3158.2180312780433,46,18
9210.0,-3194.3242076823453,46,17
9348.0,-2920.9679575041655,46,16
9796.0,-2920.693458754765,46,15
9961.0,-2831.416115545858,46,14
9853.0,-2933.138394661596,46,13
9537.0,-2865.546270721422,46,12
9109.0,-3205.3762231183696,46,11
8777.0,-3263.7070024424374,46,10
8505.0,-2943.993630183142,46,9
8655.0,-3286.8074960500835,46,8
8356.0,-3384.9757401558604,46,7
8257.0,-3409.8856073892534,46,6
8101.0,-3458.245607389253,46,5
8068.0,-3533.9290287906465,46,4
7915.0,-3569.7206679345904,46,3
8013.0,-3520.923921085447,46,2
7974.0,-3505.717070364093,46,1
7672.0,-3981.8729248944205,45,44
7569.0,-4020.9843201750036,45,43
7730.0,-3472.402360874116,45,42
7822.0,-3924.914788069108,45,41
8006.0,-3459.379566273881,45,40
7945.0,-3909.997147490287,45,39
8150.0,-3828.470416046546,45,38
8300.0,-3770.763587779559,45,37
8302.0,-3541.9574772109345,45,36
8258.0,-3738.8171136009346,45,35
8325.0,-2633.400037209883,45,34
8329.0,-3636.034058481741,45,33
8349.0,-3697.7949473353374,45,32
8433.0,-3643.975363787199,45,31
8467.0,-3639.5654825910256,45,30
8500.0,-3767.921319575632,45,29
8544.0,-3740.6023244973735,45,28
8610.0,-3641.4130790875015,45,27
8626.0,-3697.755771511748,45,26
8664.0,-3470.2726022996503,45,25
8679.0,-3666.7895957054793,45,24
8744.0,-3615.7190288328156,45,23
8760.0,-3607.495781650403,45,22
8862.0,-3562.266431699505,45,21
9160.0,-3441.7393442611206,45,20
9320.0,-3223.996769109963,45,19
9277.0,-3386.417626689802,45,18
9100.0,-3445.2990860941277,45,17
9257.0,-3332.8036672491808,45,16
9698.0,-3046.901543878515,45,15
9891.0,-2992.5420048174733,45,14
9862.0,-3209.464925045346,45,13
9610.0,-3021.3639762829102,45,12
9236.0,-3441.220672102897,45,11
9007.0,-3483.61556675924,45,10
8709.0,-3578.572499841909,45,9
8956.0,-3409.464676664129,45,8
8688.0,-3559.571023768495,45,7
8564.0,-3599.0833046485313,45,6
8427.0,-3642.1887440005653,45,5
8359.0,-3733.238348242086,45,4
8162.0,-3761.145487052048,45,3
8169.0,-3784.8223576260725,45,2
8098.0,-3803.069848166408,45,1
7565.0,-4022.502507528686,44,43
8093.0,-3610.7065194762286,44,42
8339.0,-3367.1394798800743,44,41
8493.0,-3602.889812556274,44,40
8422.0,-3622.862170422962,44,39
8550.0,-3676.544019078571,44,38
8794.0,-3261.2164878119293,44,37
8831.0,-3562.188990603527,44,36
8797.0,-3597.2619322638348,44,35
8883.0,-3563.5684920448566,44,34
8891.0,-3438.5064761413923,44,33
8913.0,-3270.5494396972545,44,32
8999.0,-3519.2175323095903,44,31
9032.0,-3504.6827629269887,44,30
9058.0,-3299.658988401129,44,29
9106.0,-3462.625307382459,44,28
9165.0,-3432.625656517003,44,27
9183.0,-3445.3462136140092,44,26
9224.0,-3429.726902931902,44,25
9243.0,-3321.9409275804423,44,24
9303.0,-3292.089394212152,44,23
9319.0,-3389.184187369706,44,22
9402.0,-3257.1828662928124,44,21
9691.0,-3240.0532011425817,44,20
9817.0,-3190.2997433232213,44,19
9756.0,-3204.318373965033,44,18
9557.0,-2960.034757822878,44,17
9675.0,-3136.1804308942988,44,16
10153.0,-2734.96904823353,44,15
10319.0,-2748.4101630667083,44,14
10339.0,-3028.305395201787,44,13
10138.0,-2687.512209010333,44,12
9780.0,-2844.7787201435563,44,11
9583.0,-3264.7390464988653,44,10
9276.0,-3362.563806419602,44,9
9511.0,-2878.5594757294334,44,8
9237.0,-3350.274442816769,44,7
9116.0,-3388.6476953934907,44,6
8977.0,-3140.2227491524445,44,5
8922.0,-3518.923294511195,44,4
8737.0,-3235.8223544142347,44,3
8746.0,-3197.988785098802,44,2
8670.0,-3585.825442233307,44,1
8214.0,-3776.0823768968758,43,42
8458.0,-3605.836358834248,43,41
8610.0,-3330.3691757473916,43,40
8526.0,-3687.8105717568114,43,39
8657.0,-3634.939437055021,43,38
8914.0,-3536.7751355478667,43,37
8955.0,-3514.3537409652668,43,36
8926.0,-3060.261657205016,43,35
9013.0,-3513.3621358817004,43,34
9021.0,-3436.8967612660344,43,33
9044.0,-3312.5987928760164,43,32
9128.0,-3469.390852247539,43,31
9161.0,-3292.540242644156,43,30
9187.0,-3444.791671731773,43,29
9233.0,-3395.723385573515,43,28
9293.0,-3172.8474752436596,43,27
9311.0,-3066.8890796595333,43,26
9354.0,-3379.5168749354925,43,25
9370.0,-3255.172113644308,43,24
9431.0,-3271.9889572514526,43,23
9443.0,-2930.340010117482,43,22
9523.0,-3310.0503939596915,43,21
9804.0,-3195.6652665127194,43,20
9926.0,-3147.313312950015,43,19
9861.0,-3162.772514564403,43,18
9652.0,-2868.475447463651,43,17
9770.0,-2818.9130221609694,43,16
10247.0,-2565.798723621525,43,15
10416.0,-2932.089186615398,43,14
10452.0,-2583.78257632191,43,13
10261.0,-2724.850139920184,43,12
9916.0,-3181.8813785331663,43,11
9716.0,-2823.550599323146,43,10
9417.0,-3308.5412467665888,43,9
9645.0,-3079.0505528736467,43,8
9366.0,-2893.355225244302,43,7
9247.0,-3338.48292542618,43,6
9106.0,-3271.437466775868,43,5
9052.0,-3468.798964255405,43,4
8865.0,-3522.797426492427,43,3
8876.0,-3514.9978321228186,43,2
8801.0,-3431.87048989578,43,1
7757.0,-3417.618004384905,42,41
7896.0,-3907.5770218208295,42,40
7817.0,-3935.721576737736,42,39
7923.0,-3892.0303897413514,42,38
8201.0,-3786.1746834208193,42,37
8263.0,-3756.2578352760543,42,36
8256.0,-3645.590475632615,42,35
8354.0,-3312.9366989306327,42,34
8367.0,-3730.733123350665,42,33
8388.0,-3722.685170659078,42,32
8469.0,-3361.5558762669043,42,31
8490.0,-3681.3148029203558,42,30
8519.0,-3634.9558822000713,42,29
8553.0,-3655.555495034515,42,28
8613.0,-3561.548479619386,42,27
8636.0,-3623.781720049863,42,26
8684.0,-3605.6536483927334,42,25
8694.0,-3260.6322321532284,42,24
8750.0,-3258.126176022743,42,23
8744.0,-3485.829825489024,42,22
8811.0,-3550.437258682566,42,21
9082.0,-3123.263687832902,42,20
9198.0,-3393.6069843096566,42,19
9133.0,-3409.200758976568,42,18
8940.0,-3101.134402500702,42,17
9035.0,-3268.239439273401,42,16
9532.0,-2853.424948684973,42,15
9679.0,-3182.08278376906,42,14
9720.0,-2813.687039082355,42,13
9550.0,-2947.577501025877,42,12
9272.0,-3383.8360234129423,42,11
9092.0,-3408.1710668122487,42,10
8880.0,-3159.243616370751,42,9
9142.0,-2983.2103197070546,42,8
8863.0,-3141.452601784611,42,7
8757.0,-3490.182297284363,42,6
8589.0,-3132.4309125800933,42,5
8503.0,-3633.944513357651,42,4
8271.0,-3368.064408490899,42,3
8255.0,-3702.9627992794517,42,2
8176.0,-3724.113310113491,42,1
7644.0,-3996.913913862823,41,40
7683.0,-3982.5982133667762,41,39
7671.0,-3980.240122148489,41,38
7901.0,-3560.60498453526,41,37
7949.0,-3866.356458203699,41,36
7941.0,-3880.0844375710444,41,35
8054.0,-3504.516093580609,41,34
8072.0,-3791.8278589019214,41,33
8099.0,-3523.1465221948297,41,32
8180.0,-3788.1742086192608,41,31
8203.0,-3542.145198950732,41,30
8219.0,-3347.53017374407,41,29
8267.0,-3552.372913168662,41,28
8312.0,-3548.0749245041084,41,27
8335.0,-3725.109501539453,41,26
8383.0,-3706.7708310054636,41,25
8404.0,-3496.3608846405086,41,24
8455.0,-3332.9662713114176,41,23
8466.0,-3670.2073683057883,41,22
8530.0,-3645.5640463325417,41,21
8826.0,-3526.5867678275504,41,20
8952.0,-3477.43585637059,41,19
